canonical_name,aliases,classification,description,uuid,source_cluster
Prometei (Windows),,malware,"According to Lior Rochberger, Cybereason, prometei is a modular and multi-stage cryptocurrency botnet. It was discovered in July 2020, Cybereason Nocturnus team found evidence that this Prometei has been evolved since 2016. There are Linux and Windows versions of this malware.",eddb73d8-a33b-4cc6-b1d5-4697f2f4d0ee,malpedia.json
Prometheus,,malware,"Ransomware written in .NET, apparently derived from the codebase of win.hakbit (Thanos) ransomware.",5b5f10bf-2bbe-4019-810c-69eba58ebc81,malpedia.json
PromptLock,,malware,"According to ESET Research, PromptLock is first known AI-powered ransomware. PromptLock leverages Lua scripts generated from hard-coded prompts to enumerate the local filesystem, inspect target files, exfiltrate selected data, and perform encryption. These Lua scripts are cross-platform compatible, functioning on Windows, Linux, and macOS. For its file encryption mechanism, the PromptLock ransomware utilizes the SPECK 128-bit encryption algorithm.",70ce5cde-7b58-49e9-aaf8-7badef6783a9,malpedia.json
proteus,,malware,,6d5724c6-646f-498a-b810-a6cee20f2b3c,malpedia.json
Proto8RAT,,malware,,2f5797e7-fe30-4d23-9fbe-4092d53b1660,malpedia.json
ProtonBot,,malware,,03f30d04-4568-4c4c-88d6-b62efc72f33a,malpedia.json
Prynt Stealer,,malware,,09a1c6e8-c99f-4648-8210-08c25183f537,malpedia.json
PseudoManuscrypt,,malware,"According to PCrisk, PseudoManuscrypt is the name of the malware that spies on victims. It is similar to another malware called Manuscrypt. We have discovered PseudoManuscrypt while checking installers for pirated software (one of the examples is a fake pirated installer for SolarWinds - a network monitoring software).",bae89d64-30ce-4bfd-937b-0ec4ac846f60,malpedia.json
PsiX,PsiXBot,malware,"According to Matthew Mesa, this is a modular bot. The name stems from the string PsiXMainModule in binaries until mid of September 2018.

In binaries, apart from BotModule and MainModule, references to the following Modules have be observed:
BrowserModule
BTCModule
ComplexModule
KeyLoggerModule
OutlookModule
ProcessModule
RansomwareModule
SkypeModule",416ae41e-17b2-46f6-847b-2831a0b3f8e9,malpedia.json
PSLogger,ECCENTRICBANDWAGON,malware,,1b1d3548-08db-4dff-878f-77d2f0b69777,malpedia.json
PC Surveillance System,PSS,malware,Citizenlab notes that PC Surveillance System (PSS) is a commercial spyware product offered by Cyberbit and marketed to intelligence and law enforcement agencies.,e437f01c-8040-4098-a3fa-20154b58c928,malpedia.json
Pteranodon,Pterodo,malware,,d5138738-846e-4466-830c-cd2bb6ad09cf,malpedia.json
Pterois,,malware,"According to Seqrite, this is a loader for a follow-up side-loaded and in memory-staged Cobalt Strike Beacon. It uses API hashing (SDBM) and pulls the next stage from Google Drive using hardcoded access credentials.",4af0067e-7d66-435b-bf22-ae6683d31bc3,malpedia.json
PUBLOAD,ClaimLoader|PUBLOAD,malware,,db8f94e9-768d-4ad1-befb-55b4b820174f,malpedia.json
PubNubRAT,,malware,,bcc8e3ef-fc5e-4d44-9011-4d429bac0f26,malpedia.json
PulsarTea,,malware,,a943b24b-66ee-48bf-9628-d2b0a9474148,malpedia.json
Pulsar RAT,,malware,"According to Broadcom, Pulsar RAT is a derivation of Quasar RAT, which has miscellaneous functionality including keylogging, cryptocurrency wallet clipping, infostealing, file management, remote shell and command execution, among others. The data theft capabilities of this malware include collection and exfiltration of sensitive information such as credentials, cookies, cryptowallets, session files and data stored in the system web browsers, etc. ",c4965e33-7cd6-4e55-8716-ba81ea2dd565,malpedia.json
PULSEPACK,,malware,,1067c31d-fc79-45b2-acc6-a1d05ce150e9,malpedia.json
Punkey POS,poscardstealer|pospunk|punkeypos,malware,,57a6dbce-2d8a-44ae-a561-282d02935698,malpedia.json
pupy (Windows),Patpoopy,malware,"Pupy is an open-source, cross-platform RAT and post-exploitation framework mainly written in python. Pupy can be loaded from various loaders, including PE EXE, reflective DLL, Linux ELF, pure python, powershell and APK. Most of the loaders bundle an embedded python runtime, python library modules in source/compiled/native forms as well as a flexible configuration. They bootstrap a python runtime environment mostly in-memory for the later stages of pupy to run in. Pupy can communicate using vario",8a789016-5f8d-4cd9-ba96-ba253db42fd8,malpedia.json
PureCrypter,,malware,"According to zscaler, PureCrypter is a fully-featured loader being sold since at least March 2021
The malware has been observed distributing a variety of remote access trojans and information stealers
The loader is a .NET executable obfuscated with SmartAssembly and makes use of compression, encryption and obfuscation to evade antivirus software products
PureCrypter features provide persistence, injection and defense mechanisms that are configurable in Google’s Protocol Buffer message format ",554993dc-2a30-43d9-ac96-fc9b9cca29f6,malpedia.json
PureLocker,,malware,ransomware,7a0f3f15-6920-4bc0-baa1-17dd8263948e,malpedia.json
PureLogs Stealer,,malware,"PureLogs, also known as PureLog Stealer, is an infostealer malware from the Pure family that aims to steal sensitive information from infected devices.",02cd0480-5de3-4a61-9df8-376a4202b66b,malpedia.json
PureRAT,PureHVNC|ResolverRAT,malware,"According to Morphisec, this RAT combines advanced in-memory execution, API and resource resolution at runtime, and layered evasion techniques. They have named it ‘Resolver’ due to its heavy reliance on runtime resolution mechanisms and dynamic resource handling, which make static and behavioral analysis significantly more difficult. ",b4591b20-08f6-4e9b-9ac4-52f5e717dd46,malpedia.json
PurpleFox,,malware,"Purple Fox uses msi.dll function, 'MsiInstallProductA', to download and execute its payload. The payload is a .msi file that contains encrypted shellcode including 32-bit and 64-bit versions. once executed the system will be restarted and uses the 'PendingFileRenameOperations' registry to rename it's components. 

Upon restart the rootkit capability of Purple Fox is invoked. It creates a suspended svchost process and injects a DLL that will create a driver with the rootkit capability. 

The ",31638e2b-1c6b-47b9-bbb9-7316f206b354,malpedia.json
purpleink,,malware,,dce38032-f18c-46a6-8e64-d7c0bbbed1f0,malpedia.json
PurpleWave,,malware,"ZScaler reported on a new Infostealer called PurpleWave, which is written in C++ and silently installs itself onto a user’s system. It connects to a command and control (C&C) server to send system information and installs new malware onto the infected system.

The author of this malware is advertising and selling PurpleWave stealer on Russian cybercrime forums for 5,000 RUB (US$68) with lifetime updates and 4,000 RUB (US$54) with only two updates.",0b63109b-0b4d-4f5d-a475-c91af4eed857,malpedia.json
Pushdo,,malware,"Pushdo is usually classified as a ""downloader"" trojan - meaning its true purpose is to download and install additional malicious software. There are dozens of downloader trojan families out there, but Pushdo is actually more sophisticated than most, but that sophistication lies in the Pushdo control server rather than the trojan.",b39ffc73-db5f-4a8a-acd2-bee958d69155,malpedia.json
Putabmow,,malware,,b0cb81bc-5d97-454a-8eee-4e81328c7228,malpedia.json
puzzlemaker,,malware,The dropper module is used to install two executables that pretend to be legitimate files belonging to Microsoft Windows OS. One of these files (%SYSTEM%\WmiPrvMon.exe) is registered as a service and is used as a launcher for the second executable. This second executable (%SYSTEM%\wmimon.dll) has the functionality of a remote shell and can be considered the main payload of the attack. ,2c835470-1bd2-4bd6-a83b-e9c3e12fa0ad,malpedia.json
PvzOut,,malware,,52932caa-2fac-4eeb-88de-b3e143db010e,malpedia.json
PwndLocker,ProLock,malware,"PwndLocker is a ransomware that was observed in late 2019 and is reported to have been used to target businesses and local governments/cities. According to one source, ransom amounts demanded as part of PwndLocker activity range from $175k USD to $650k USD depending on the size of the network. PwndLocker attempts to disable a variety of Windows services so that their data can be encrypted. Various processes will also be targeted, such as web browsers and software related to security, backups, an",fe0cf4ab-f151-4549-8127-f669c319d546,malpedia.json
pwnpos,,malware,,c903627c-90f6-44ee-9750-4bb44bdbceab,malpedia.json
win.pyfiledel,,malware,"Py2exe built worm propagating via USB drives, having wiper features embedded in the logic (based on today's date being later than 2016-04-03 and existence of a file C:\txt.txt)",ea8f44b0-6940-42e0-a93f-77a6b572b140,malpedia.json
Pykspa,,malware,"According to Akamai, Pykspa is a worm that spreads via Skype by sending messages to other Skype users with download links. Once downloaded, Pykspa extracts personal information and communicates with its command and control servers (C2) using a domain generation algorithm (DGA).",3f0e7db1-5944-4137-89d1-d36940f596d2,malpedia.json
PyLocky,Locky Locker,malware,PyLocky is a ransomware that tries to pass off as Locky in its ransom note.  It is written in Python and packaged with PyInstaller.,3a5775d3-7d4a-4795-b1b1-7a340030d490,malpedia.json
PyXie,PyXie RAT,malware,"Full-featured Python RAT compiled into an executable.

PyXie RAT functionality includes:
* Man-in-the-middle (MITM) Interception
* Web-injects
* Keylogging
* Credential harvesting
* Network Scanning
* Cookie theft
* Clearing logs
* Recording video
* Running arbitrary payloads
* Monitoring USB drives and exfiltrating data
* WebDav server
* Socks5 proxy
* Virtual Network Connection (VNC)
* Certificate theft
* Inventorying software
* Enumerating the domain with Sharphound",41217f01-2b03-41c1-88fc-cda1eee65f75,malpedia.json
Qaccel,,malware,,f4980a75-f72c-4925-8ff5-118b32dd5eaa,malpedia.json
Qadars,,malware,,080b2071-2d69-4b76-962e-3d0142074bcb,malpedia.json
QakBot,Oakboat|Pinkslipbot|Qbot|Quakbot,malware,"QBot is a modular information stealer also known as Qakbot or Pinkslipbot. It has been active for years since 2007. It has historically been known as a banking Trojan, meaning that it steals financial data from infected systems, and a loader using C2 servers for payload targeting and download.",2ccaccd0-8362-4224-8497-2012e7cc7549,malpedia.json
QHost,Tolouge,malware,"According to F-Secure, this is a network worm with backdoor capabilities, which spreads itself under Win32 systems. The worm was reported in-the-wild in July-August, 2000. The worm itself is a Win32 executable file and about 120K long, written in MS Visual C++.",28f35535-dd40-4ee2-8064-5acbe76d8d4c,malpedia.json
QtBot,qtproject,malware,,e8240391-3e3d-4894-ba80-f8e8de8a8222,malpedia.json
QuantLoader,,malware,,e6005ce5-3e3d-4dfb-8de7-3da45e89e549,malpedia.json
QuanPinLoader,,malware,"According to ESET Research, this is a loader that has the Mandarin Chinese symbol (yang in the Pinyin transliteration) as an icon in the resources. It also contains the string SampleIMESimplifiedQuanPin.txt, which suggests that it is probably based on the open-source project Sample IME, a TSF-based input method editor demo. ",903dde4c-f8c9-48ba-b1b2-7d12d801deb5,malpedia.json
QUARTERRIG,MUSKYBEAT|STATICNOISE,malware,"A stager used by APT29 to download and run CobaltStrike.
Here, MUSKYBEAT refers to the in-memory dropper component, while STATICNOISE is the final payload / downloader.",ef29604c-1fc8-4f3f-9342-dbb28bb1bd5b,malpedia.json
Quasar RAT,CinaRAT|QuasarRAT|Yggdrasil,malware,"Quasar RAT is a malware family written in .NET which is used by a variety of attackers. The malware is fully functional and open source, and is often packed to make analysis of the source more difficult.",05252643-093b-4070-b62f-d5836683a9fa,malpedia.json
QuickHeal,,malware,,8a4747a4-8165-40eb-abfe-fd674558ecb4,malpedia.json
QUICKMUTE,,malware,"QuickMute is a malware developed using the C/C++ programming language. Functionally provides download, RC4 decryption, and in-memory launch of the payload (waiting for a PE file with the export function ""HttpsVictimMain""). To communicate with the management server, a number of protocols are provided, in particular: TCP, UDP, HTTP, HTTPS.",56d5ee92-845e-4b71-814c-2b0f0ca88523,malpedia.json
QUIETCANARY,Kapushka|Tunnus,malware,,2577fb8d-1511-49f7-9b62-7816137190c8,malpedia.json
QuietSieve,,malware,"According to Microsoft, this is a heavily obfuscated .NET malware, primarily geared towards the exfiltration of data from the compromised host. But it can also receive and execute a remote payload from the operator.",49aa0a57-812c-4344-9315-cd8c3220198e,malpedia.json
QuirkyLoader,,malware,"According to X-Force, this is a loader module written in .NET languages for which ahead-of-time (AOT) compilation is used.",d3c37c3a-76cd-4bd4-a4aa-cb1ce70fd63d,malpedia.json
QuiteRAT,Acres,malware,"QuiteRAT is a simple remote access trojan written with the help of Qt libraries.

After sending preliminary system information to its C&C server, it expects a response containing either a supported command code or an actual Windows command (like systeminfo or ipconfig with parameters) to execute.

It was deployed in a campaign exploiting a ManageEngine ServiceDesk vulnerability (CVE-2022-47966).",03409fbe-c8ac-41f9-a89b-38dd9f7ef63d,malpedia.json
Qulab,,malware,"Qulab is an AutoIT Malware focusing on stealing & clipping content from victim's machines.
",728ce877-6f1d-4719-81df-387a8e395695,malpedia.json
QvoidStealer,Qvoid-Token-Grabber,malware,,020950da-79e5-481b-9986-14ed1c97e04c,malpedia.json
r77,r77 Rootkit,malware,"According to the author, r77 is a ring 3 rootkit that hides everything: 
* Files, directories
* Processes & CPU usage
* Registry keys & values
* Services
* TCP & UDP connections
* Junctions, named pipes, scheduled tasks",f577050b-a4a3-4ebd-a9d9-77300f3435f5,malpedia.json
r980,,malware,,06f63e6b-d177-4e21-b432-e3a219bc0965,malpedia.json
Raccoon,Mohazo|RaccoonStealer|Racealer|Racoon,malware,"Raccoon Stealer is a malware reportedly sold for $75 a week or $200 a month. It gathers personal information including passwords, browser cookies and autofill data, as well as cryptowallet details. Additionally, Raccoon Stealer records system information such as IP addresses and geo-location data.",027fb7d0-3e9b-4433-aee1-c266e165a5cc,malpedia.json
